system,metal,dope,bader,BaderOcc,Rel_Occ,d_EF,d_occ,up d-occ,down d-occ,dup-Ef,ddown-Ef,d-edge,d-fr ,d-fr up,d-fr down,t2g at fermi,eg at fermi,t2g up fermi,t2g dn fermi,eg up fermi,eg dwn fermi,t2g occ,eg occ,t2g up occ,t2g down occ,eg up occ,eg down occ,zc-occ,zc fermi,zc up fermi,zc dwn fermi,zc up occ,zc down occ,fwhm,d -3,d3 occ,d3up,d3dwn,d3upocc,d3dwnocc,d-band,up d-center,down d-center,Wd corr. Dband,t2g center,eg center,t2g-up center,t2g-down center,eg-up center,eg-down center,ZC center,zc up center,zc down center,zs,ebs,eas,eds,ed3s,d-center,up d-center,down d-center,Wd corr. Dband,t2g center,eg center,t2g-up center,t2g-down center,eg-up center,eg-down center,ZC center,zc up center,zc down center,ed,ea,eb,ez,Dd,Dwd,Ddup,Dddwn,Da,Db,Daup,Dadwn,Dbup,Dbdwn,Dz,Dzup,Dzdwn,Dd3,Dd3up,Dd3dwn,Dd,Dwd,Ddup,Dddwn,Da,Db,Daup,Dadwn,Dbup,Dbdwn,Dz,Dzup,Dzdwn,pc,poc,pf,y
3,2,3,0.887,8.113,0.009,1.327,7.38,3.969,3.411,0.138,1.189,-0.288,0.398,0.329,0.467,0.518,0.81,0.101,0.417,0.037,0.773,4.737,2.643,2.508,2.229,1.461,1.182,4.62,1.258,0.129,1.129,2.562,2.058,0.661,-1.018,5.875,-1.187,-0.821,3.161,2.714,-2.1,-2.222,-1.959,-0.806,-1.771,-2.69,-1.928,-1.594,-2.726,-2.646,-1.53,-1.684,-1.347,-1.567,-2.698,-1.791,-2.12,-1.046,-1.165,-1.436,-0.893,0.276,-1.164,-1.167,-1.429,-0.898,-1.447,-0.885,-0.96,-1.275,-0.639,-1.206,-1.195,-1.053,-1.029,-6.335,26.739,-2.764,-3.82,-4.07,-2.265,-1.755,-2.482,-1.01,-1.336,-4.813,-2.009,-3.221,-5.771,-2.662,-3.307,-3.51,-9.16,-1.79,-1.74,-2.67,-0.98,-1.3,-1.4,-0.54,-0.45,-3.02,-1.52,-1.53,-7.14,1.78,1.02,0.34
3,2,3,0.886,8.114,0.009,1.321,7.371,3.398,3.973,1.181,0.14,-0.112,0.398,0.468,0.328,0.559,0.762,0.466,0.093,0.715,0.047,4.746,2.625,2.234,2.512,1.164,1.461,4.611,1.244,1.114,0.13,2.047,2.565,1.165,-1.022,5.871,-0.82,-1.194,2.704,3.167,-2.103,-1.96,-2.226,-0.808,-1.772,-2.702,-1.589,-1.934,-2.669,-2.728,-1.55,-1.357,-1.697,-1.588,-2.709,-1.792,-2.124,-1.051,-1.16,-0.88,-1.437,0.285,-1.16,-1.158,-0.89,-1.43,-0.866,-1.449,-0.96,-0.629,-1.281,-1.203,-1.192,-1.365,-1.033,-6.354,25.863,-3.861,-2.765,-4.091,-2.267,-2.51,-1.757,-1.344,-1.008,-4.803,-3.254,-2.002,-5.747,-3.298,-2.653,-3.5,-9.12,-1.73,-1.78,-2.68,-0.97,-1.41,-1.3,-0.44,-0.54,-2.97,-1.51,-1.51,-7.12,1.78,0.99,0.25
1,1,0,1.118,6.882,0.012,0.698,6.258,4.08,2.178,0.008,0.691,0.64,0.324,0.015,0.64,0.096,0.602,0.008,0.008,0,0.602,3.44,2.819,2.253,1.187,1.827,0.991,3.65,0.432,0.008,0.424,2.692,0.955,0.57,-1.438,4.715,-1.895,-0.548,3.115,1.6,-2.56,-2.827,-2.068,-1.294,-3.05,-1.97,-3.175,-2.82,-2.398,-1.173,-2.34,-2.574,-1.69,-2.761,-2.333,-3.16,-2.791,-1.871,-1.147,-2.06,-0.214,0.313,-1.044,-1.311,-1.951,-0.123,-2.233,-0.36,-1.19,-2.294,-0.057,-1.708,-1.61,-1.759,-2.255,-5.456,19.994,-1.981,-10.178,-3.295,-2.15,-1.155,-9.65,-0.818,-2.753,-3.067,-1.173,-16.754,-3.279,-1.644,-2.92,-2.44,-4.84,-1.44,-1.05,-1.13,-1.43,-0.71,-0.42,-0.76,-0.84,-1.56,-1.05,-0.57,-7.06,1.76,0.34,0.84
1,1,0,1.121,6.879,0.016,0.687,6.25,4.087,2.164,0.002,0.686,0.746,0.326,0.019,0.638,0.101,0.586,0.002,0.1,0,0.586,3.465,2.786,2.26,1.206,1.828,0.958,3.66,0.299,0.002,0.297,2.698,0.957,0.444,-1.421,4.703,-1.875,-0.534,3.11,1.592,-2.55,-2.807,-2.054,-1.276,-3.01,-1.98,-3.142,-2.754,-2.394,-1.178,-2.32,-2.55,-1.663,-2.743,-2.36,-3.128,-2.782,-1.854,-1.114,-2.039,-0.171,0.352,-1.012,-1.276,-1.923,-0.088,-2.221,-0.303,-1.15,-2.261,-0.002,-1.689,-1.57,-1.713,-2.226,-5.61,17.756,-2.004,-12.655,-3.424,-2.183,-1.175,-13.705,-0.823,-3.162,-3.183,-1.193,-478.5,-3.309,-1.659,-2.98,-2.45,-4.9,-1.46,-1.05,-1.15,-1.41,-0.72,-0.44,-0.76,-0.81,-1.58,-1.06,-0.58,-7.08,1.76,0.22,0.76
1,1,0,1.07,6.93,-0.036,1.776,6.3,3.256,3.046,1.218,0.558,0.489,0.564,0.516,0.613,1.103,0.672,0.842,0.262,0.376,0.296,3.294,3.008,1.649,1.645,1.608,1.401,3.7,1.51,1.126,0.385,1.95,1.749,0.75,-0.767,4.996,-0.84,-0.688,2.59,2.406,-1.86,-1.894,-1.807,-0.565,-2.44,-1.22,-2.484,-2.383,-1.289,-1.131,-1.47,-1.515,-1.401,-1.476,-1.231,-2.44,-1.863,-0.772,-0.632,-0.733,-0.53,0.775,-0.53,-0.793,-0.595,-0.466,-0.954,-0.632,-0.62,-0.751,-0.497,-0.639,-0.53,-0.787,-0.634,-9.968,8.129,-4.442,-5.747,-6.215,-3.793,-2.771,-3.53,-1.686,-2.217,-5.968,-2.597,-3.519,-6.515,-3.081,-3.499,-3.39,-11.15,-1.72,-1.69,-1.35,-2.47,-0.66,-0.69,-1.25,-1.24,-2.52,-1.29,-1.25,-6.75,1.76,2.51,0.91
1,1,0,1.125,6.875,0.02,0.72,6.25,4.093,2.158,0.009,0.711,0.649,0.323,0.015,0.637,0.108,0.612,0.009,0.099,0,0.612,3.458,2.793,2.263,1.195,1.829,0.963,3.65,0.331,0.009,0.322,2.7,0.945,0.437,-1.432,4.684,-1.89,-0.533,3.104,1.58,-2.57,-2.829,-2.069,-1.293,-3.04,-1.99,-3.167,-2.79,-2.41,-1.178,-2.35,-2.576,-1.691,-2.776,-2.372,-3.156,-2.805,-1.874,-1.114,-2.048,-0.162,0.362,-1.02,-1.263,-1.943,-0.084,-2.214,-0.286,-1.14,-2.27,0.015,-1.698,-1.594,-1.71,-2.24,-5.61,17.265,-1.999,-13.321,-3.39,-2.211,-1.165,-14.226,-0.826,-3.367,-3.202,-1.189,63,-3.27,-1.642,-2.964,-2.43,-4.83,-1.45,-1.04,-1.14,-1.4,-0.71,-0.43,-0.76,-0.82,-1.55,-1.05,-0.56,-7.07,1.77,0.5,0.74
1,1,0,1.121,6.879,0.016,0.754,6.246,2.153,4.094,0.75,0.003,0.733,0.324,0.634,0.02,0.121,0.633,0.117,0.003,0.633,0,3.468,2.779,1.203,2.264,0.949,1.83,3.65,0.301,0.298,0.003,0.949,2.701,0.657,-1.421,4.675,-0.522,-1.877,1.574,3.1,-2.56,-2.059,-2.816,-1.282,-3.01,-1.99,-2.757,-3.149,-1.18,-2.404,-2.33,-1.67,-2.56,-2.757,-2.378,-3.13,-2.795,-1.863,-1.097,-0.145,-2.032,0.38,-1.004,-1.246,-0.072,-1.924,-0.263,-2.202,-1.12,0.035,-2.245,-1.683,-1.571,-1.926,-2.214,-5.694,16.437,-14.848,-2.015,-3.454,-2.23,-16.708,-1.177,-3.608,-0.831,-3.259,27.114,-1.203,-3.29,-3.019,-1.651,-2.44,-4.87,-1.05,-1.45,-1.15,-1.4,-0.44,-0.72,-0.8,-0.76,-1.57,-0.57,-1.06,-6.98,1.77,0.68,0.75
1,1,0,1.132,6.868,0.026,0.891,6.24,2.135,4.107,0.878,0.013,0.731,0.324,0.638,0.016,0.201,0.695,0.187,0.013,0.695,0,3.471,2.77,1.196,2.275,0.938,1.832,3.65,0.355,0.342,0.013,0.936,2.709,0.455,-1.429,4.661,-0.505,-1.891,1.555,3.106,-2.56,-2.051,-2.826,-1.293,-3.01,-2,-2.747,-3.153,-1.169,-2.42,-2.34,-1.669,-2.574,-2.78,-2.404,-3.136,-2.805,-1.89,-1.086,-0.117,-2.038,0.396,-0.998,-1.225,-0.05,-1.935,-0.223,-2.2,-1.11,0.065,-2.249,-1.693,-1.584,-1.937,-2.236,-5.746,15.758,-18.248,-2.015,-3.478,-2.261,-23.92,-1.176,-4.206,-0.833,-3.288,14.4,-1.205,-3.262,-3.078,-1.642,-2.44,-4.83,-1.04,-1.45,-1.15,-1.39,-0.44,-0.72,-0.8,-0.76,-1.56,-0.56,-1.05,-6.92,1.77,1.16,0.75
1,1,0,1.139,6.861,0.034,2.346,6.31,3.283,3.027,1.13,1.216,0.383,0.545,0.475,0.615,1.217,1.129,1.052,0.165,0.078,1.051,3.509,2.801,1.486,2.023,1.797,1.004,3.72,1.755,1.053,0.702,1.96,1.765,0.605,-0.727,5.032,-0.842,-0.6,2.635,2.397,-1.8,-1.863,-1.713,-0.509,-2.22,-1.27,-2.461,-2.026,-1.366,-1.086,-1.44,-1.532,-1.32,-1.451,-1.349,-2.153,-1.806,-0.738,-0.578,-0.697,-0.457,0.829,-0.487,-0.722,-0.413,-0.56,-1.145,-0.294,-0.6,-0.733,-0.461,-0.588,-0.509,-0.687,-0.614,-10.917,7.612,-4.71,-6.624,-7.205,-3.88,-3.598,-3.613,-1.569,-3.415,-6.2,-2.674,-3.829,-6.921,-3.128,-3.992,-3.51,-12.39,-1.76,-1.77,-1.58,-2.21,-0.6,-1,-1.32,-0.92,-2.58,-1.28,-1.34,-6.97,1.77,0.95,0.76
1,1,0,1.13,6.87,0.024,2.209,6.288,3.247,3.042,1.012,1.197,0.39,0.545,0.477,0.613,1.101,1.108,0.903,0.198,0.109,0.999,3.483,2.806,1.459,2.024,1.788,1.018,3.7,1.627,0.909,0.719,1.93,1.774,0.606,-0.731,5.012,-0.835,-0.619,2.603,2.409,-1.8,-1.864,-1.725,-0.515,-2.19,-1.26,-2.49,-2.042,-1.351,-1.098,-1.45,-1.537,-1.336,-1.458,-1.329,-2.117,-1.805,-0.74,-0.575,-0.677,-0.472,0.832,-0.485,-0.716,-0.395,-0.576,-1.121,-0.307,-0.59,-0.71,-0.475,-0.582,-0.514,-0.682,-0.6,-10.936,7.558,-4.796,-6.445,-7.181,-3.919,-3.694,-3.514,-1.595,-3.316,-6.271,-2.718,-3.735,-6.853,-3.117,-3.89,-3.49,-12.2,-1.74,-1.76,-1.59,-2.23,-0.59,-0.99,-1.32,-0.93,-2.55,-1.26,-1.33,-6.96,1.77,0.95,0.77
1,1,1,1.133,6.867,0.027,0.781,6.235,4.076,2.158,0.006,0.774,0.579,0.322,0.081,0.632,0.126,0.655,0.006,0.12,0,0.654,3.44,2.794,2.249,1.191,1.827,0.967,3.653,0.418,0.006,0.412,2.694,0.959,0.4,-1.471,4.746,-1.926,-0.585,3.137,1.609,-2.544,-2.816,-2.031,-1.308,-3.001,-1.981,-3.147,-2.726,-2.408,-1.179,-2.33,-2.571,-1.641,-2.772,-2.359,-3.13,-2.786,-1.903,-1.152,-2.076,-0.21,0.271,-1.055,-1.305,-1.968,-0.13,-2.246,-0.337,-1.19,-2.305,-0.051,-1.726,-1.62,-1.751,-2.261,-5.412,23.007,-1.963,-10.276,-3.261,-2.141,-1.143,-9.162,-0.813,-2.869,-3.07,-1.169,-18.804,-3.226,-1.629,-2.75,-2.45,-4.77,-1.45,-1.06,-1.15,-1.41,-0.71,-0.44,-0.76,-0.82,-1.57,-1.05,-0.58,-7.03,1.76,0.23,0.82
1,1,1,1.851,6.149,0.745,0.444,6.239,4.08,2.16,0.001,0.443,0.664,0.323,0.019,0.633,0.143,0.301,0.001,0.141,0,0.301,3.439,2.801,2.252,1.187,1.828,0.972,3.641,0.268,0.001,0.266,2.708,0.933,0.418,-1.488,4.815,-1.94,-0.607,3.18,1.635,-2.492,-2.772,-1.966,-1.294,-2.902,-1.99,-3.072,-2.58,-2.402,-1.217,-2.27,-2.509,-1.594,-2.716,-2.352,-3.054,-2.74,-1.916,-1.082,-2.018,-0.128,0.331,-0.96,-1.276,-1.888,-0.018,-2.221,-0.304,-1.12,-2.248,0.028,-1.664,-1.539,-1.744,-2.23,-5.766,18.849,-2.022,-16.875,-3.582,-2.195,-1.193,-65.944,-0.823,-3.197,-3.251,-1.205,33.321,-3.237,-1.639,-2.695,-2.5,-4.82,-1.47,-1.1,-1.19,-1.41,-0.73,-0.46,-0.76,-0.8,-1.6,-1.08,-0.59,-7.04,1.77,0.14,0.76
1,1,1,1.11,6.89,0.005,1.055,6.204,4.108,2.096,0.013,1.042,0.682,0.325,0.021,0.635,0.239,0.817,0.013,0.225,0,0.817,3.458,2.746,2.275,1.183,1.833,0.914,3.639,0.39,0.013,0.376,2.712,0.927,0.419,-1.472,4.626,-1.931,-0.554,3.084,1.541,-2.564,-2.835,-2.034,-1.335,-2.994,-2.023,-3.149,-2.696,-2.446,-1.182,-2.35,-2.595,-1.644,-2.816,-2.446,-3.137,-2.824,-1.932,-1.121,-2.089,-0.134,0.317,-1.031,-1.262,-1.983,-0.068,-2.256,-0.24,-1.15,-2.31,0.037,-1.755,-1.636,-1.734,-2.301,-5.534,19.571,-1.966,-15.642,-3.354,-2.176,-1.147,-17.397,-0.813,-3.808,-3.164,-1.174,25.054,-3.141,-1.597,-2.78,-2.42,-4.65,-1.45,-1.03,-1.15,-1.36,-0.72,-0.44,-0.75,-0.77,-1.55,-1.05,-0.56,-6.83,1.77,0.94,0.89
1,1,1,1.113,6.887,0.007,0.449,6.225,4.082,2.143,0.007,0.442,0.64,0.32,0.016,0.631,0.13,0.319,0.007,0.122,0,0.319,3.427,2.798,2.253,1.174,1.829,0.969,3.626,0.24,0.007,0.233,2.71,0.916,0.366,-1.49,4.781,-1.944,-0.6,3.166,1.616,-2.501,-2.78,-1.97,-1.302,-2.923,-1.984,-3.09,-2.603,-2.398,-1.205,-2.32,-2.55,-1.627,-2.777,-2.351,-3.076,-2.753,-1.925,-1.057,-2.002,-0.094,0.37,-0.944,-1.235,-1.885,0.009,-2.186,-0.258,-1.11,-2.261,0.063,-1.651,-1.54,-1.714,-2.26,-5.889,16.824,-2.039,-22.798,-3.63,-2.266,-1.195,130.444,-0.837,-3.756,-3.267,-1.199,14.54,-3.21,-1.629,-2.692,-2.49,-4.78,-1.47,-1.09,-1.17,-1.41,-0.73,-0.45,-0.76,-0.8,-1.56,-1.06,-0.56,-6.91,1.77,0.64,0.74
1,1,1,1.097,6.903,-0.009,0.479,6.213,4.078,2.135,0.003,0.476,0.691,0.322,0.021,0.63,0.145,0.334,0.003,0.143,0,0.334,3.424,2.789,2.25,1.174,1.828,0.961,3.625,0.233,0.003,0.23,2.709,0.916,0.396,-1.47,4.779,-1.919,-0.587,3.17,1.609,-2.479,-2.752,-1.959,-1.28,-2.896,-1.968,-3.06,-2.582,-2.373,-1.199,-2.29,-2.517,-1.608,-2.74,-2.333,-3.046,-2.727,-1.905,-1.036,-1.976,-0.078,0.389,-0.923,-1.214,-1.858,0.025,-2.161,-0.242,-1.09,-2.228,0.08,-1.63,-1.515,-1.69,-2.232,-5.997,15.972,-2.064,-27.372,-3.71,-2.297,-1.211,46.96,-0.846,-3.971,-3.326,-1.216,11.45,-3.25,-1.652,-2.74,-2.51,-4.85,-1.48,-1.09,-1.18,-1.42,-0.74,-0.45,-0.77,-0.8,-1.58,-1.08,-0.57,-7.05,1.77,0.31,0.75
1,1,1,1.121,6.88,0.015,0.684,6.204,4.092,2.112,0.011,0.673,0.713,0.322,0.021,0.63,0.243,0.441,0.011,0.232,0,0.441,3.424,2.78,2.262,1.162,1.831,0.949,3.608,0.312,0.011,0.302,2.715,0.893,0.368,-1.461,4.732,-1.91,-0.561,3.157,1.575,-2.496,-2.764,-1.978,-1.286,-2.922,-1.972,-3.079,-2.618,-2.375,-1.197,-2.32,-2.538,-1.64,-2.773,-2.346,-3.07,-2.747,-1.913,-1.016,-1.97,-0.044,0.432,-0.906,-1.19,-1.858,-0.059,-2.147,-0.207,-1.07,-2.235,0.117,-1.631,-1.484,-1.657,-2.258,-6.106,14.361,-2.077,-48,-3.779,-2.336,-1.217,-19.695,-0.853,-4.585,-3.372,-1.215,7.632,-3.238,-1.653,-2.807,-2.49,-4.83,-1.48,-1.07,-1.17,-1.41,-0.73,-0.44,-0.77,-0.79,-1.56,-1.07,-0.54,-6.9,1.77,1,0.88
1,1,1,1.075,6.925,-0.031,3.459,6.49,3.586,2.905,2.031,1.428,0.016,0.606,0.582,0.629,0.766,2.693,0.238,0.528,1.793,0.9,3.277,3.213,2.06,1.217,1.526,1.687,3.981,2.502,1.942,0.56,2.275,1.705,0.723,-0.623,5.315,-0.692,-0.534,2.968,2.347,-1.572,-1.575,-1.569,-0.355,-2.166,-0.97,-1.995,-2.456,-1.013,-0.93,-1.12,-1.11,-1.13,-1.117,-0.966,-2.047,-1.573,-0.641,-0.439,-0.628,-0.248,0.925,-0.305,-0.649,-0.62,0.011,-0.641,-0.657,-0.43,-0.625,-0.237,-0.479,-0.467,-0.722,-0.486,-14.784,7.016,-5.71,-11.714,-10.744,-4.951,-3.323,110.636,-2.381,-2.568,-9.258,-3.64,-7.194,-8.537,-4.287,-4.393,-4.13,-18.26,-2.28,-1.85,-1.51,-3.31,-1.03,-0.5,-1.51,-1.81,-3.55,-2.05,-1.51,-6.79,1.77,1.33,0.86
1,1,1,1.075,6.925,-0.031,3.01,6.414,3.151,3.264,1.827,1.183,0.311,0.599,0.612,0.585,1.453,1.557,0.408,1.045,1.42,0.138,3.483,2.931,2.001,1.482,1.15,1.782,3.841,2.738,1.693,1.045,1.869,1.972,0.637,-0.675,5.238,-0.628,-0.719,2.56,2.678,-1.63,-1.608,-1.652,-0.414,-2.054,-1.127,-1.896,-2.267,-1.11,-1.138,-1.22,-1.164,-1.28,-1.223,-1.133,-1.999,-1.631,-0.677,-0.481,-0.45,-0.513,0.88,-0.366,-0.664,-0.462,-0.27,-0.431,-0.895,-0.5,-0.445,-0.559,-0.482,-0.395,-0.644,-0.503,-13.335,7.289,-7.002,-6.363,-9.516,-4.414,-4.331,-5.489,-2.668,-1.991,-7.682,-4.2,-3.528,-7.764,-4.077,-3.723,-3.93,-15.5,-1.96,-1.98,-1.7,-2.6,-1.06,-0.65,-1.04,-1.57,-3.15,-1.61,-1.54,-6.83,1.77,0.96,0.85
1,1,2,1.043,6.957,-0.063,0.974,6.35,3.901,2.449,0.022,0.953,-0.141,0.345,0.087,0.607,0.737,0.237,0.022,0.715,0,0.237,3.614,2.736,2.108,1.507,1.793,0.942,3.826,0.795,0.022,0.773,2.586,1.241,0.425,-1.101,5.084,-1.484,-0.462,3.176,1.908,-2.16,-2.385,-1.802,-0.868,-2.684,-2.17,-2.684,-2.17,-2.032,-1.212,-1.77,-2.031,-1.241,-2.048,-2.425,-2.769,-2.293,-1.356,-0.904,-1.582,-0.213,0.515,-0.797,-1.076,-1.404,-0.183,-1.865,-0.261,-0.89,-1.714,-0.043,-1.217,-1,-1.222,-1.477,-7.024,12.33,-2.466,-11.498,-4.535,-2.543,-1.501,-8.235,-0.961,-3.609,-4.299,-1.509,-28.86,-4.618,-2.139,-4.128,-2.94,-7.32,-1.64,-1.36,-1.35,-1.26,-0.79,-0.69,-0.88,-0.78,-2.16,-1.27,-1,-7.35,1.76,0.5,0.65
1,1,2,1.041,6.959,-0.064,0.903,6.346,3.928,2.418,0.024,0.879,-0.145,0.343,0.071,0.62,0.649,0.23,0.024,0.626,0,0.253,3.597,2.749,2.13,1.467,1.798,0.951,3.799,0.739,0.715,0.715,2.606,1.194,0.44,-1.169,5.082,-1.569,-0.49,3.2,1.882,-2.218,-2.456,-1.832,-0.931,-2.761,-2.235,-2.761,-2.235,-2.094,-1.209,-2.126,-2.126,-1.299,-2.433,-2.508,-2.858,-2.366,-1.449,-0.939,-1.651,-0.214,0.487,-0.838,-1.1,-1.487,-0.182,-1.91,-0.265,-0.93,-1.801,-0.041,-1.281,-1.079,-1.275,-1.584,-6.758,13.031,-2.379,-11.299,-4.292,-2.499,-1.432,-8.06,-0.941,-3.589,-4.085,-1.447,-29.122,-4.345,-2.039,-3.843,-2.86,-6.81,-1.6,-1.32,-1.3,-1.23,-0.77,-0.66,-0.86,-0.79,-1.79,-1.23,-0.92,-7.28,1.77,0.63,0.72
1,1,2,1.064,6.936,-0.042,1.95,6.299,3.982,2.317,0.032,1.918,0.626,0.323,0.048,0.61,1.642,0.308,0.032,1.61,0,0.308,3.548,2.751,2.176,1.372,1.806,0.946,3.739,1.716,0.032,1.684,2.646,1.093,0.417,-1.22,4.964,-1.642,-0.46,3.191,1.773,-2.279,-2.529,-1.852,-1.002,-2.832,-2.305,-2.832,-2.305,-2.164,-1.19,-1.96,-2.224,-1.334,-2.33,-2.609,-2.951,-2.458,-1.557,-0.956,-1.734,-0.164,0.477,-0.863,-1.105,-1.589,-0.128,-1.962,-0.222,-0.96,-1.908,0.011,-1.371,-1.194,-1.355,-1.757,-6.589,13.205,-2.296,-14.128,-4.111,-2.49,-1.369,-10.719,-0.92,-4.261,-3.895,-1.387,99.364,-4.07,-1.944,-3.855,-2.76,-6.29,-1.57,-1.25,-1.25,-1.19,-0.77,-0.6,-0.83,-0.79,-1.91,-1.19,-0.82,-7.02,1.77,1,0.78
1,1,2,1.027,6.973,-0.078,1.177,6.284,3.912,2.372,0.025,1.152,-0.078,0.338,0.074,0.606,1.067,0.11,0.025,1.042,0,0.11,3.534,2.75,2.118,1.416,1.794,0.956,3.757,1.094,0.025,1.069,2.601,1.156,0.783,-1.12,5.056,-1.486,-0.484,3.21,1.846,-2.146,-2.348,-1.813,-0.873,-2.668,-2.183,-2.668,-2.183,-1.971,-1.263,-1.76,-1.991,-1.25,-2.045,-2.399,-2.764,-2.277,-1.39,-0.808,-1.499,-0.105,0.629,-0.689,-0.998,-1.336,-0.035,-1.757,-0.216,-0.8,-1.653,0.068,-1.15,-0.947,-1.201,-1.462,-7.777,9.99,-2.61,-22.59,-5.129,-2.756,-1.585,-40.457,-1.021,-4.426,-4.696,-1.574,17,-4.514,-2.161,-3.812,-2.93,-7.2,-1.67,-1.31,-1.32,-1.26,-0.79,-0.65,-0.91,-0.76,-2.13,-1.31,-0.92,-7.27,1.77,0.83,0.7
1,1,2,1.005,6.995,-0.1,1.276,6.332,3.939,2.393,0.027,1.249,0.619,0.339,0.072,0.61,0.992,0.284,0.027,0.965,0,0.284,3.588,2.745,2.139,1.449,1.8,0.944,3.787,1.06,0.027,1.033,2.614,1.173,0.436,-1.157,5.039,-1.561,-0.461,3.188,1.851,-2.215,-2.454,-1.823,-0.928,-2.757,-2.23,-2.757,-2.23,-2.095,-1.198,-1.87,-2.126,-1.287,-2.189,-2.51,-2.858,-2.369,-1.449,-0.907,-1.633,-0.168,0.53,-0.816,-1.052,-1.48,-0.145,-1.876,-0.205,-0.89,-1.778,0.013,-1.265,-1.073,-1.239,-1.571,-6.981,11.947,-2.412,-14.244,-4.397,-2.609,-1.445,-9.993,-0.959,-4.605,-4.255,-1.47,90.231,-4.355,-2.042,-4.014,-2.86,-6.82,-1.61,-1.31,-1.3,-1.23,-0.78,-0.65,-0.86,-0.79,-2.03,-1.23,-0.91,-7.21,1.77,0.92,0.74
1,1,2,1.061,6.939,-0.044,1.673,6.318,3.966,2.352,0.023,1.65,0.661,0.321,0.042,0.605,1.561,0.113,0.023,1.537,0,0.113,3.552,2.766,2.163,1.389,1.803,0.963,3.758,1.604,0.023,1.581,2.642,1.116,0.806,-1.236,5.028,-1.645,-0.513,3.209,1.818,-2.261,-2.505,-1.85,-1.001,-2.817,-2.236,-2.817,-2.236,-2.131,-1.29,-1.91,-2.175,-1.305,-2.263,-2.491,-2.944,-2.428,-1.549,-0.899,-1.66,-0.126,0.547,-0.792,-1.07,-1.516,-0.06,-1.886,-0.231,-0.9,-1.835,0.051,-1.291,-1.109,-1.307,-1.666,-7.028,11.55,-2.389,-18.667,-4.485,-2.585,-1.427,-23.15,-0.956,-4.169,-4.176,-1.44,21.882,-4.069,-1.951,-3.544,-2.79,-6.31,-1.58,-1.27,-1.26,-1.24,-0.77,-0.62,-0.85,-0.75,-1.97,-1.21,-0.86,-7.04,1.77,1.08,0.76
1,1,2,0.987,7.013,-0.119,3.712,6.296,3.05,3.247,1.669,2.043,0.166,0.608,0.609,0.606,1.603,2.082,1.44,0.163,0.228,1.854,3.233,3.074,1.339,1.894,1.721,1.353,3.776,3.517,1.544,1.973,1.804,1.972,0.487,-0.594,5.134,-0.536,-0.649,2.483,2.652,-1.646,-1.614,-1.675,-0.342,-2.412,-2.138,-2.412,-2.138,-0.993,-1.026,-1.14,-1.102,-1.174,-1.143,-2.134,-2.365,-1.648,-0.598,-0.48,-0.385,-0.575,0.913,-0.398,-0.635,-0.191,-0.605,-0.732,-0.537,-0.41,-0.297,-0.517,-0.486,-0.469,-0.629,-0.42,-13.117,6.896,-7.922,-5.647,-8.123,-4.841,-7.01,-3.131,-2.351,-2.52,-9.21,-6.074,-3.814,-8.64,-4.634,-4.085,-3.83,-18.4,-1.89,-1.94,-1.34,-1.44,-0.56,-0.89,-1.73,-1.32,-3.31,-1.64,-1.68,-7.13,1.77,0.8,0.72
1,1,2,1.064,6.936,-0.042,1.39,6.266,3.93,2.335,0.024,1.366,0.698,0.332,0.065,0.603,1.267,0.123,0.024,1.243,0,0.123,3.511,2.754,2.133,1.378,1.797,0.957,3.726,1.297,0.024,1.272,2.617,1.109,0.458,-1.156,5.017,-1.53,-0.493,3.21,1.807,-2.184,-2.391,-1.836,-0.916,-2.711,-2.235,-2.711,-2.235,-2.011,-1.258,-1.83,-2.055,-1.299,-2.136,-2.465,-2.813,-2.325,-1.446,-0.809,-1.522,-0.084,0.639,-0.705,-0.974,-1.378,-0.024,-1.748,-0.179,-0.81,-1.689,0.091,-1.175,-0.996,-1.202,-1.53,-7.745,9.806,-2.582,-27.798,-4.98,-2.828,-1.548,-57.417,-1.028,-5.346,-4.6,-1.549,12.187,-4.338,-2.098,-3.667,-2.87,-6.84,-1.64,-1.27,-1.3,-1.23,-0.79,-0.62,-0.89,-0.76,-2.04,-1.27,-0.85,-7.2,1.78,1.14,0.74
1,1,3,1.017,6.984,-0.089,0.912,6.322,3.845,2.477,0.015,0.897,2.331,0.298,0.14,0.457,0.351,0.561,0.011,0.34,0.005,0.556,3.235,3.087,2.149,1.086,1.696,1.392,3.945,0.837,0.011,0.826,2.581,1.363,0.791,-1.301,4.786,-1.597,-0.839,2.919,1.867,-2.455,-2.622,-2.195,-1.131,-3.044,-1.837,-2.981,-3.168,-2.166,-1.437,-1.813,-2.045,-1.376,-2.02,-1.909,-2.983,-2.547,-1.468,-1.125,-1.764,-0.479,0.322,-1.071,-1.21,-1.802,-0.332,-1.704,-0.709,-0.92,-1.67,-0.158,-1.403,-1.555,-1.511,-1.387,-5.618,19.604,-2.18,-5.172,-3.019,-2.552,-1.193,-3.269,-0.995,-1.963,-4.289,-1.546,-8.647,-3.678,-1.828,-2.226,-2.58,-5.59,-1.47,-1.13,-1.06,-1.68,-0.72,-0.34,-0.78,-0.97,-2.18,-1.26,-0.99,-7.23,1.76,0.38,0.46
